"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"415","Corey Peters","DL","ARI",45.9,23.8,1.02,28.2,79.4,-22.2,-30.1,-1.09,329,376,135,47,"6",NA,NA,96
"416","Nigel Bradham","LB","PHI",82,6.42,0.372,77.1,90.7,-22.3,-19.4,-50.4,330,284,601,43,"4",NA,NA,28
"417","Nigel Bradham","LB","FA",82,6.42,0.372,77.1,90.7,-22.3,-19.4,-50.4,330,284,601,43,"4",NA,NA,28
"418","DK Metcalf","WR","SEA",169,44.6,1.99,126,237,-22.6,-31.3,0,333,391,129,43,"7",138,1.77,89
"419","T.J. Watt","LB","PIT",81.6,12,0.313,68.9,100,-22.7,-27.6,-40.9,335,358,493,44,"4",NA,NA,48
"420","Trey Burton","TE","CHI",113,35.9,4.14,62.3,154,-22.9,-34.4,-28.7,337,419,369,25,"8",136,1.35,51
"421","Trey Burton","TE","IND",113,35.9,4.14,62.3,154,-22.9,-34.4,-28.7,337,419,369,25,"8",136,1.35,51
"422","Patrick Onwuasor","LB","BAL",81.3,9.82,0.309,67.5,89.1,-23,-28.9,-52,338,372,615,45,"4",NA,NA,42
"423","Patrick Onwuasor","LB","NYJ",81.3,9.82,0.309,67.5,89.1,-23,-28.9,-52,338,372,615,45,"4",NA,NA,42
"424","Linval Joseph","DL","MIN",44.9,3.45,0.0301,42.5,48.5,-23.2,-15.8,-32,341,246,395,48,"6",NA,NA,7
"425","Linval Joseph","DL","LAC",44.9,3.45,0.0301,42.5,48.5,-23.2,-15.8,-32,341,246,395,48,"6",NA,NA,7
"426","Robert Quinn","DL","DAL",44.8,17.7,0.66,32.1,70.1,-23.3,-26.2,-10.4,342,341,197,49,"6",NA,NA,85
"427","Robert Quinn","DL","CHI",44.8,17.7,0.66,32.1,70.1,-23.3,-26.2,-10.4,342,341,197,49,"6",NA,NA,85
"428","Thomas Davis","LB","LAC",81,27.7,2.07,53.6,125,-23.3,-42.8,-15.8,343,513,227,46,"4",NA,NA,84
"429","Thomas Davis","LB","WAS",81,27.7,2.07,53.6,125,-23.3,-42.8,-15.8,343,513,227,46,"4",NA,NA,84
"430","Devin Singletary","RB","BUF",152,77.6,0.34,30.6,250,-23.8,-88.1,22.5,347,1030,72,33,"9",120,2.9,95
"431","Jerry Hughes","DL","BUF",44.2,2.49,0.528,42.7,46.9,-23.9,-15.6,-33.6,348,243,421,50,"6",NA,NA,39
"432","Jordan Howard","RB","PHI",152,34.4,1.87,119,210,-24.1,0,-17.1,350,129,239,34,"9",98.9,2.75,64
"433","Jordan Howard","RB","MIA",152,34.4,1.87,119,210,-24.1,0,-17.1,350,129,239,34,"9",98.9,2.75,64
"434","Shelby Harris","DL","DEN",43.7,7.65,0.0189,35.4,48.2,-24.4,-22.9,-32.3,353,312,399,51,"6",NA,NA,80
"435","Michael Gallup","WR","DAL",167,27.4,2.09,139,216,-24.5,-17.9,-21.8,356,268,295,44,"7",125,1.97,62
"436","Marcus Davenport","DL","NO",43.6,3.21,0.0435,41.3,47,-24.5,-17,-33.5,354,258,414,52,"6",NA,NA,12
"437","Mario Addison","DL","CAR",43.6,7.53,0.0522,35.7,52.7,-24.5,-22.6,-27.8,355,307,360,53,"6",NA,NA,37
"438","Mario Addison","DL","BUF",43.6,7.53,0.0522,35.7,52.7,-24.5,-22.6,-27.8,355,307,360,53,"6",NA,NA,37
"439","Malik Jackson","DL","PHI",43.5,6.21,0.277,38.9,47.2,-24.6,-19.4,-33.3,357,285,412,54,"6",NA,NA,48
"440","Jason Pierre-Paul","DL","TB",43.3,14.2,0.0902,33.3,63.6,-24.8,-25,-16.9,359,328,237,55,"7",NA,NA,95
"441","Michael Brockers","DL","LAR",43.2,4.74,0.153,38.2,46.9,-24.9,-20.1,-33.6,360,288,418,56,"7",NA,NA,62
"442","Stephon Tuitt","DL","PIT",43,4.59,0.104,38.5,47.4,-25.1,-19.8,-33.1,362,286,408,57,"7",NA,NA,17
"443","Geno Atkins","DL","CIN",42.9,6.22,0.295,34.8,47.9,-25.2,-23.5,-32.6,363,319,401,58,"7",NA,NA,32
"444","Raekwon McMillan","LB","MIA",78.9,9.94,0.337,68.9,92,-25.4,-27.6,-49.2,364,359,582,47,"4",NA,NA,34
"445","Larry Ogunjobi","DL","CLE",42.6,3.31,0.0752,39.1,45.7,-25.5,-19.2,-34.7,365,281,434,59,"7",NA,NA,21
"446","Derek Wolfe","DL","DEN",42.5,2,0.384,40.7,44.5,-25.6,-17.6,-36,366,264,442,60,"7",NA,NA,10
"447","Derek Wolfe","DL","BAL",42.5,2,0.384,40.7,44.5,-25.6,-17.6,-36,366,264,442,60,"7",NA,NA,10
"448","Raiders","DST","OAK",64.7,7.2,0,57.1,74.8,-25.7,-22.5,-27.2,367,304,353,32,"20",150,1,53
"449","Raiders","DST","LVR",64.7,7.2,0,57.1,74.8,-25.7,-22.5,-27.2,367,304,353,32,"20",150,1,53
"450","Kyle Van Noy","LB","NE",78.6,7.63,0.925,70.3,89.9,-25.7,-26.2,-51.2,368,340,607,48,"4",NA,NA,30
"451","Kyle Van Noy","LB","MIA",78.6,7.63,0.925,70.3,89.9,-25.7,-26.2,-51.2,368,340,607,48,"4",NA,NA,30
"452","Tevin Coleman","RB","SF",150,21.8,10.6,127,183,-26,8.6,-43.9,372,95,521,35,"9",68.3,6.65,9
"453","Curtis Samuel","WR","CAR",165,28.2,0.742,137,217,-26.6,-20.1,-20.7,379,287,282,45,"7",101,2.86,51
"454","DeVondre Campbell","LB","ATL",77.6,24.5,0.103,59.2,119,-26.6,-37.3,-22.1,378,453,300,49,"4",NA,NA,81
"455","DeVondre Campbell","LB","ARI",77.6,24.5,0.103,59.2,119,-26.6,-37.3,-22.1,378,453,300,49,"4",NA,NA,81
"456","Shaq Green-Thompson","LB","CAR",77.5,33.9,0.644,48.5,122,-26.7,-48,-18.7,381,558,261,50,"4",NA,NA,98
"457","Mike Gesicki","TE","MIA",109,33.1,2.7,58.1,158,-27,-38.6,-25.4,383,468,326,26,"8",181,1,60
"458","Larry Fitzgerald","WR","ARI",164,25.3,3.18,127,206,-27.4,-30.1,-31.8,388,377,394,46,"7",114,2.11,46
"459","Kiko Alonso","LB","MIA",76.9,15,0.619,61.4,94.2,-27.4,-35,-47,386,428,559,51,"4",NA,NA,92
"460","Kiko Alonso","LB","NO",76.9,15,0.619,61.4,94.2,-27.4,-35,-47,386,428,559,51,"4",NA,NA,92
"461","Nick Foles","QB","JAC",214,83.5,6.74,68.3,300,-27.9,-17.7,-31.2,393,265,392,26,"11",155,2.25,30
"462","Nick Foles","QB","CHI",214,83.5,6.74,68.3,300,-27.9,-17.7,-31.2,393,265,392,26,"11",155,2.25,30
"463","Justin Houston","LB","IND",76.3,29.7,2.94,57.4,98.2,-28,-39,-42.9,394,471,511,52,"5",NA,NA,86
"464","Justin Houston","LB","IND",76.3,29.7,2.94,57.4,98.2,-28,-39,-42.9,394,471,511,52,"5",NA,NA,72
"465","Ryan Succop","K","TEN",99.6,46.2,7.47,33,127,-28.2,-77.4,-18.2,395,840,254,28,"5",178,1,74
"466","Ryan Succop","K","FA",99.6,46.2,7.47,33,127,-28.2,-77.4,-18.2,395,840,254,28,"5",178,1,74
"467","Tyler Eifert","TE","CIN",106,20.8,6.51,65.3,131,-29.7,-31.5,-52.3,406,395,616,27,"9",153,1.28,34
"468","Tyler Eifert","TE","JAC",106,20.8,6.51,65.3,131,-29.7,-31.5,-52.3,406,395,616,27,"9",153,1.28,34
"469","John Brown","WR","BUF",161,36.6,4.88,100,219,-30.6,-57.3,-18.1,415,647,251,47,"7",140,1.43,68
"470","Von Miller","LB","DEN",73.3,12.8,0.331,57.8,92.3,-30.9,-38.6,-48.8,418,466,575,53,"5",NA,NA,61
"471","Preston Brown","LB","CIN",73,11.9,0.165,59.3,85.7,-31.3,-37.1,-55.4,421,450,652,54,"5",NA,NA,40
"472","Preston Brown","LB","FA",73,11.9,0.165,59.3,85.7,-31.3,-37.1,-55.4,421,450,652,54,"5",NA,NA,40
"473","Rashaan Evans","LB","TEN",72.8,31.9,0.149,41,117,-31.4,-55.4,-24.6,425,634,320,55,"5",NA,NA,90
"474","Jamie Collins","LB","NE",72.7,39,0.199,21.7,111,-31.6,-74.7,-30,429,822,382,56,"5",NA,NA,99
"475","Jamie Collins","LB","DET",72.7,39,0.199,21.7,111,-31.6,-74.7,-30,429,822,382,56,"5",NA,NA,99
"476","Sean Lee","LB","DAL",72.5,20.4,0.272,53.7,101,-31.8,-42.8,-40.4,430,512,491,57,"5",NA,NA,95
"477","Lorenzo Alexander","LB","BUF",72.2,21.8,1.88,47.6,97.9,-32,-48.8,-43.2,431,571,515,58,"5",NA,NA,56
"478","Lorenzo Alexander","LB","FA",72.2,21.8,1.88,47.6,97.9,-32,-48.8,-43.2,431,571,515,58,"5",NA,NA,56
"479","Haason Reddick","LB","ARI",70.3,6.52,1.13,61.5,74.7,-33.9,-35,-66.4,438,427,766,59,"5",NA,NA,45
"480","Andy Dalton","QB","CIN",207,136,14,4.83,317,-34.7,-81.2,-14.7,446,875,220,27,"12",170,1.68,67
"481","Andy Dalton","QB","DAL",207,136,14,4.83,317,-34.7,-81.2,-14.7,446,875,220,27,"12",170,1.68,67
"482","Chandler Jones","LB","ARI",69.2,0.283,0.353,69,69.4,-35.1,-27.5,-71.7,450,356,813,60,"5",NA,NA,12
"483","Chandler Jones","LB","ARI",69.2,0.283,0.353,69,69.4,-35.1,-27.5,-71.7,450,356,813,60,"5",NA,NA,6
"484","Jamison Crowder","WR","NYJ",156,15.2,3.61,134,174,-35.4,-23.3,-63.3,457,316,734,48,"7",146,1.6,47
"485",NA,"K",NA,92.1,43.7,2.05,7.97,136,-35.6,-102,-9.02,460,1200,186,29,"5",NA,NA,90
"486","Hayden Hurst","TE","BAL",99.8,46.3,3.07,46.5,166,-36.2,-50.2,-17.6,466,585,245,28,"9",151,NA,79
"487","Hayden Hurst","TE","ATL",99.8,46.3,3.07,46.5,166,-36.2,-50.2,-17.6,466,585,245,28,"9",151,NA,79
"488","Latavius Murray","RB","NO",140,32.6,1.48,92.2,194,-36.6,-26.5,-33.8,473,345,423,36,"9",90.3,3.64,26
"489","Matt Gay","K","TB",90,45.7,1.7,7.05,128,-37.7,-103,-16.8,487,1200,235,30,"6",151,1,97
"490","LeSean McCoy","RB","KC",138,35.8,2.75,89.5,181,-38.1,-29.3,-46.3,495,374,549,37,"10",111,2.3,82
"491","LeSean McCoy","RB","FA",138,35.8,2.75,89.5,181,-38.1,-29.3,-46.3,495,374,549,37,"10",111,2.3,82
"492","Donte Moncrief","WR","PIT",153,19.7,1.14,122,174,-39,-34.8,-63.1,505,425,732,49,"8",135,1.58,52
"493","Donte Moncrief","WR","FA",153,19.7,1.14,122,174,-39,-34.8,-63.1,505,425,732,49,"8",135,1.58,52
"494","Tyler Higbee","TE","LAR",96.7,52.9,0.998,47.8,168,-39.3,-49,-14.8,508,572,221,29,"9",151,NA,83
"495","Eddy Pineiro","K","CHI",88.3,41.6,0.336,7.25,119,-39.4,-103,-26.5,509,1200,343,31,"6",151,1,87
"496","Austin Seibert","K","CLE",88,50.6,4.37,5.09,126,-39.7,-105,-19.7,513,1200,270,32,"6",151,1,99
"497","Dante Pettis","WR","SF",152,62.5,0.333,30.2,204,-40.2,-127,-33.2,519,1330,410,50,"8",115,1.78,92
"498","Blake Jarwin","TE","DAL",95.7,39.8,1.82,34.2,147,-40.3,-62.6,-35.9,523,725,440,30,"9",151,1,96
"499","Anthony Miller","WR","CHI",151,25.4,0.0606,108,177,-40.5,-48.8,-60,528,570,691,51,"8",137,1.46,61
"500","DeSean Jackson","WR","PHI",151,20.6,0.76,127,183,-40.6,-30.5,-54.6,530,383,643,52,"8",130,1.47,35
"501","Matt Breida","RB","SF",135,17.9,3.54,110,165,-40.8,-9.15,-62.8,536,188,728,38,"10",107,3.47,33
"502","Matt Breida","RB","MIA",135,17.9,3.54,110,165,-40.8,-9.15,-62.8,536,188,728,38,"10",107,3.47,33
"503","Marquise Brown","WR","BAL",150,52.7,0.85,74.4,212,-41.3,-82.9,-25.6,542,905,327,53,"8",154,1.23,96
"504","Will Dissly","TE","SEA",93.9,24.1,0.425,61.6,118,-42.1,-35.2,-65.6,548,430,758,31,"9",151,1,77
"505","Mohamed Sanu","WR","ATL",150,32.4,2.67,104,191,-42.2,-53.1,-46.8,549,606,557,54,"8",161,1.36,82
"506","Mohamed Sanu","WR","NE",150,32.4,2.67,104,191,-42.2,-53.1,-46.8,549,606,557,54,"8",161,1.36,82
"507","Ian Thomas","TE","CAR",93.5,35.4,0.612,45.6,141,-42.6,-51.1,-42.1,552,596,503,32,"9",151,1,68
"508","Jason Witten","TE","DAL",92.9,36.7,7.42,30.6,133,-43.2,-66.2,-49.9,558,744,592,33,"10",152,1.48,87
"509","Jason Witten","TE","LVR",92.9,36.7,7.42,30.6,133,-43.2,-66.2,-49.9,558,744,592,33,"10",152,1.48,87
"510","Nyheim Hines","RB","IND",132,37,5.47,90.9,206,-44.4,-27.9,-21.6,566,360,294,39,"10",129,1.64,38
"511","Golden Tate","WR","NYG",147,17.2,0.0531,123,163,-44.9,-34.6,-74.9,571,423,833,55,"8",135,1.59,54
"512","Tyrell Williams","WR","OAK",147,16.5,7.16,125,172,-44.9,-31.9,-65.1,572,399,753,56,"8",135,1.54,59
"513","Tyrell Williams","WR","LVR",147,16.5,7.16,125,172,-44.9,-31.9,-65.1,572,399,753,56,"8",135,1.54,59
"514","Ryan Fitzpatrick","QB","MIA",193,97.3,0.817,51.1,332,-48.7,-34.9,0,621,426,129,28,"12",151,1.5,74
"515","Marcus Mariota","QB","TEN",192,117,21.9,6.82,293,-49.5,-79.2,-38.2,628,857,463,29,"13",181,1.91,61
"516","Marcus Mariota","QB","LVR",192,117,21.9,6.82,293,-49.5,-79.2,-38.2,628,857,463,29,"13",181,1.91,61
"517","Jalen Richard","RB","OAK",126,29.1,0.17,73.2,165,-49.8,-45.6,-62.2,631,540,724,40,"10",163,1.3,71
"518","Jalen Richard","RB","LVR",126,29.1,0.17,73.2,165,-49.8,-45.6,-62.2,631,540,724,40,"10",163,1.3,71
"519","Kareem Hunt","RB","CLE",126,54.6,3.4,67.5,201,-50,-51.3,-26.5,637,598,345,41,"10",118,2.19,89
"520","Jonnu Smith","TE","TEN",85.5,45.5,1.07,27.7,145,-50.6,-69.1,-38.6,645,767,471,34,"10",151,1,85
"521","Gerald Everett","TE","LAR",84.4,13.3,0.184,68,103,-51.7,-28.7,-80.1,658,369,865,35,"10",151,1,19
"522","C.J. Uzomah","TE","CIN",84.2,31.2,3.76,38.2,128,-51.9,-58.6,-54.8,663,707,646,36,"10",151,1,72
"523","Terry McLaurin","WR","WAS",140,71.9,4.45,52.9,232,-52.1,-104,-5.06,667,1200,161,57,"8",151,NA,99
"524","Dion Lewis","RB","TEN",123,41.3,5.14,49.2,171,-53.4,-69.5,-55.9,684,772,656,42,"10",135,1.54,60
"525","Dion Lewis","RB","NYG",123,41.3,5.14,49.2,171,-53.4,-69.5,-55.9,684,772,656,42,"10",135,1.54,60
"526","D.J. Chark","WR","JAC",135,68.4,0.635,44.6,241,-56.5,-113,3.86,731,1230,113,58,"8",151,NA,99
"527","A.J. Brown","WR","TEN",135,74,0.227,43.2,245,-57.2,-114,7.38,741,1230,99,59,"8",150,1.35,98
"528","Marquez Valdes-Scantling","WR","GB",134,38.5,1.11,63.3,173,-57.4,-93.9,-64.6,744,1060,750,60,"8",115,2.34,79
"529","Adam Humphries","WR","TEN",133,30.7,1.15,84.2,170,-58.5,-73.1,-67.7,762,801,776,61,"8",150,1.27,85
"530","Ronald Jones","RB","TB",118,30.1,1.45,74.8,154,-58.6,-44,-73.1,765,523,826,43,"10",135,1.54,70
"531","Albert Wilson","WR","MIA",132,24.7,1.41,92.3,176,-59.6,-65,-61.1,788,737,707,62,"8",160,1.08,72
"532","Peyton Barber","RB","TB",116,50,0.747,18.1,166,-60,-101,-61,794,1190,706,44,"10",124,1.61,79
"533","Peyton Barber","RB","WAS",116,50,0.747,18.1,166,-60,-101,-61,794,1190,706,44,"10",124,1.61,79
"534","Rashaad Penny","RB","SEA",115,38.6,2.43,70.5,178,-60.8,-48.2,-48.9,807,565,579,45,"11",101,2.39,56
"535","Kenny Stills","WR","HOU",131,32.5,0.137,81.2,166,-61.1,-76,-71.4,814,834,808,63,"8",159,1.62,76
"536","Paul Richardson","WR","WAS",131,10.1,1.57,118,143,-61.2,-39.3,-94.4,816,475,932,64,"9",151,1,56
"537","Paul Richardson","WR","FA",131,10.1,1.57,118,143,-61.2,-39.3,-94.4,816,475,932,64,"9",151,1,56
"538","Marqise Lee","WR","JAC",129,23.9,0.651,99.2,159,-62.8,-58,-78.2,834,668,850,65,"9",151,1,86
"539","Marqise Lee","WR","NE",129,23.9,0.651,99.2,159,-62.8,-58,-78.2,834,668,850,65,"9",151,1,86
"540","Chris Thompson","RB","WAS",113,23.4,3.6,69.5,141,-63.2,-49.3,-86.8,842,573,891,46,"11",155,1.42,45
"541","Chris Thompson","RB","JAC",113,23.4,3.6,69.5,141,-63.2,-49.3,-86.8,842,573,891,46,"11",155,1.42,45
"542","Taylor Gabriel","WR","CHI",128,17.6,1.95,107,151,-63.4,-50.2,-86.1,845,584,887,66,"9",172,1,66
"543","Taylor Gabriel","WR","FA",128,17.6,1.95,107,151,-63.4,-50.2,-86.1,845,584,887,66,"9",172,1,66
"544","Ted Ginn","WR","NO",126,44.6,0.737,45.8,176,-65.4,-111,-61.4,860,1220,712,67,"9",155,1.18,93
"545","Ted Ginn","WR","CHI",126,44.6,0.737,45.8,176,-65.4,-111,-61.4,860,1220,712,67,"9",155,1.18,93
"546","James Washington","WR","PIT",126,24.9,1.32,95.3,166,-66.1,-62,-71.5,865,723,809,68,"9",123,1.68,69
"547","Darrell Henderson","RB","LAR",109,22.3,0.0319,72.8,134,-66.8,-46,-93.5,874,542,926,47,"11",106,2.5,37
"548","Jaylen Samuels","RB","PIT",109,36,4.77,57.4,164,-66.8,-61.3,-63.8,875,720,738,48,"11",128,2.03,68
"549","Deebo Samuel","WR","SF",124,49.5,0.274,58.9,200,-67.4,-98.4,-37.1,880,1180,456,69,"9",155,1.53,95
"550","Danny Amendola","WR","DET",124,21.4,0.683,98,158,-67.7,-59.3,-79.6,882,710,862,70,"9",150,1,75
"551","Geronimo Allison","WR","GB",123,45.2,1.4,57.2,174,-68.4,-100,-63.5,889,1190,735,71,"9",123,1.86,80
"552","Geronimo Allison","WR","DET",123,45.2,1.4,57.2,174,-68.4,-100,-63.5,889,1190,735,71,"9",123,1.86,80
"553","Keke Coutee","WR","HOU",122,52.7,2.27,32.6,168,-69.8,-125,-69.3,897,1320,791,72,"9",137,1.25,88
"554","Andrew Luck","QB","IND",170,267,1.02,3.65,368,-71.4,-82.4,36.5,907,892,55,30,"13",67.1,11.5,98
"555","Andrew Luck","QB","FA",170,267,1.02,3.65,368,-71.4,-82.4,36.5,907,892,55,30,"13",67.1,11.5,98
"556","Giovani Bernard","RB","CIN",105,17.9,2.44,78.2,132,-71.6,-40.6,-95.8,908,489,940,49,"11",163,1.1,24
"557","Jacoby Brissett","QB","IND",169,141,0.72,2.8,299,-72.4,-83.2,-32,914,918,396,31,"13",170,2.37,83
"558","Dwayne Haskins","QB","WAS",168,89.9,7.94,12.2,249,-73.1,-73.8,-82.2,922,811,876,32,"13",150,1.42,76
"559","Ito Smith","RB","ATL",102,17.5,0.269,80.3,124,-74,-38.5,-104,930,462,984,50,"11",142,1.31,48
"560","Jamaal Williams","RB","GB",102,17.3,2.95,79.2,127,-74.3,-39.6,-100,931,477,963,51,"11",163,1.45,41
"561","Kalen Ballage","RB","MIA",98.9,27.3,0.0385,57.5,134,-77.3,-61.2,-93.6,951,718,927,52,"11",121,2.22,40
"562","Adrian Peterson","RB","WAS",98.8,21,1.21,64.7,123,-77.3,-54.1,-104,954,618,986,53,"11",127,1.74,32
"563","Raheem Mostert","RB","SF",97.6,86.4,0.893,1.88,217,-78.5,-117,-10,963,1240,191,54,"11",151,NA,99
"564","C.J. Anderson","RB","DET",96.7,24.1,2.04,57.2,125,-79.4,-61.5,-103,970,722,978,55,"11",154,1.15,43
"565","C.J. Anderson","RB","FA",96.7,24.1,2.04,57.2,125,-79.4,-61.5,-103,970,722,978,55,"11",154,1.15,43
"566","Joe Flacco","QB","DEN",160,118,26.2,3.76,262,-81,-82.3,-69.4,988,889,792,33,"14",178,2.32,48
"567","Joe Flacco","QB","NYJ",160,118,26.2,3.76,262,-81,-82.3,-69.4,988,889,792,33,"14",178,2.32,48
"568","Royce Freeman","RB","DEN",94.7,26.1,8.56,50,123,-81.4,-68.7,-104,991,762,985,56,"12",108,2.19,23
"569","Justin Jackson","RB","LAC",86.1,38.9,0.244,20.9,135,-90,-97.9,-92.4,1070,1180,915,57,"12",133,1.88,81
"570","Tony Pollard","RB","DAL",85.9,34.6,7.96,34.5,132,-90.2,-84.3,-95.7,1070,961,939,58,"12",110,4.96,90
"571","Carlos Hyde","RB","HOU",77.9,27.3,0.284,37.7,120,-98.2,-81,-107,1160,874,1000,59,"12",139,1.82,15
"572","Carlos Hyde","RB","SEA",77.9,27.3,0.284,37.7,120,-98.2,-81,-107,1160,874,1000,59,"12",139,1.82,15
"573","Lamar Miller","RB","HOU",77.7,82.8,1.72,1.41,180,-98.5,-117,-47.2,1160,1250,562,60,"12",101,2.92,98
"574","Lamar Miller","RB","FA",77.7,82.8,1.72,1.41,180,-98.5,-117,-47.2,1160,1250,562,60,"12",101,2.92,98
"575","Mike Davis","RB","CHI",75.9,56.9,3.33,4.84,166,-100,-114,-61.8,1170,1230,716,61,"12",150,1.27,87
"576","Mike Davis","RB","CAR",75.9,56.9,3.33,4.84,166,-100,-114,-61.8,1170,1230,716,61,"12",150,1.27,87
"577","Chase Edmonds","RB","ARI",72.6,20.3,0.232,47.1,111,-104,-71.6,-117,1190,786,1040,62,"12",167,1,47
"578","Frank Gore","RB","BUF",72.4,17,1.37,45.4,92.1,-104,-73.3,-135,1200,806,1130,63,"12",162,1.46,51
"579","Frank Gore","RB","NYJ",72.4,17,1.37,45.4,92.1,-104,-73.3,-135,1200,806,1130,63,"12",162,1.46,51
"580","Alexander Mattison","RB","MIN",71,31.6,1.48,11.4,106,-105,-107,-121,1200,1210,1050,64,"13",135,1.67,75
"581","Daniel Jones","QB","NYG",134,135,5.91,3.89,325,-107,-82.1,-6.67,1210,886,169,34,"15",151,1.66,87
"582","Boston Scott","RB","FA",69.5,50.6,2.38,2.43,128,-107,-116,-99.7,1200,1240,958,65,"13",151,NA,96
"583","Boston Scott","RB","PHI",69.5,50.6,2.38,2.43,128,-107,-116,-99.7,1200,1240,958,65,"13",151,NA,96
"584","Rex Burkhead","RB","NE",67.1,27.9,1.57,11.4,90.1,-109,-107,-137,1210,1210,1140,66,"13",156,1.1,63
"585","Jerick McKinnon","RB","SF",65.6,48.3,0.0388,2.45,118,-111,-116,-109,1220,1240,1010,67,"13",146,1.17,86
"586","Justice Hill","RB","BAL",65.5,41.2,1.56,19.4,141,-111,-99.4,-86.1,1220,1190,885,68,"13",133,1.62,85
"587","Gus Edwards","RB","BAL",64,23.5,0.187,23.1,92,-112,-95.6,-135,1220,1080,1130,69,"13",175,1,53
"588","Damien Harris","RB","NE",63.8,25.1,0.477,30,97.1,-112,-88.8,-130,1220,1030,1100,70,"13",137,1.32,69
"589","Ryan Tannehill","QB","TEN",128,149,2.5,1.35,324,-113,-84.7,-7.59,1220,966,172,35,"15",151,1.34,93
"590","Theo Riddick","RB","DEN",63.3,51.4,0.331,2.3,117,-113,-116,-110,1220,1240,1020,71,"13",151,1,91
"591","Theo Riddick","RB","FA",63.3,51.4,0.331,2.3,117,-113,-116,-110,1220,1240,1020,71,"13",151,1,91
"592","T.J. Yeldon","RB","BUF",63,27.9,1.46,16.4,91.1,-113,-102,-136,1220,1190,1140,72,"13",173,1.1,66
"593","Drew Lock","QB","DEN",126,137,17.4,1.84,315,-116,-84.2,-16.8,1230,959,236,36,"16",151,1,96
