"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"414","Jalen Richard","RB","OAK",92.5,17.3,0.187,69,119,-70.1,-55.8,-68.1,718,578,736,61,"13",160,0.515,34
"415","Jamaal Williams","RB","GB",92.3,25.1,1.79,57.2,128,-70.3,-67.6,-58.9,720,603,681,62,"13",104,1.53,69
"416","Jacquizz Rodgers","RB","TB",90.5,29.8,0.644,67.9,141,-72.1,-56.9,-46.1,725,580,586,63,"13",94.9,1.52,90
"417","Erik Swoope","TE","IND",76.1,22.7,1.95,51.4,112,-72.4,-82.7,-62.7,731,727,703,36,"11",157,0.667,74
"418","DeAndre Washington","RB","OAK",89.9,9.4,0.936,81.6,101,-72.8,-43.2,-85.8,733,437,800,64,"13",118,0.52,46
"419","Charcandrick West","RB","KC",88.9,20.6,3.15,72.1,114,-73.7,-52.6,-73.5,739,471,756,65,"13",154,1.4,73
"420","Devin Funchess","WR","CAR",122,15.6,0.724,108,145,-76.5,-61.7,-77.6,755,592,771,67,"12",105,0.58,66
"421","Devontae Booker","RB","DEN",85.8,30.5,0.11,59,131,-76.9,-65.7,-56.5,757,600,663,66,"13",170,0,75
"422","Matt Asiata","RB","FA",85.7,10,2.07,78.8,92.6,-77,-46,-94.7,758,451,825,67,"13",151,1.43,14
"423","Torrey Smith","WR","PHI",122,31.8,1.17,83,161,-77.3,-86.6,-61.7,760,734,694,68,"12",121,1.41,94
"424","Jeremy Kerley","WR","FA",121,20.6,0.205,106,135,-78.4,-63.2,-87.7,767,596,807,69,"12",151,1,72
"425","Kenny Golladay","WR","DET",120,37.2,1.12,74.8,163,-78.6,-94.7,-59.4,768,847,684,70,"12",115,0.905,99
"426","Jerick McKinnon","RB","MIN",83.6,32.9,5.73,34.9,119,-79,-89.8,-68.1,771,745,737,68,"14",170,0,83
"427","Terrance Williams","WR","DAL",119,25.6,1.4,79.7,136,-79.8,-89.8,-86.4,774,744,803,71,"12",160,0.7,93
"428","Robert Woods","WR","LAR",118,18.6,0.626,93.9,139,-81.2,-75.6,-83,780,614,789,72,"12",160,0.65,87
"429","Damien Williams","RB","MIA",77.9,20.6,0.155,56.8,104,-84.8,-68,-83.1,796,605,790,69,"14",170,0,58
"430","Chris Johnson","RB","FA",77.7,0,1.35,77.7,77.7,-84.9,-47.1,-110,797,454,876,70,"14",NA,NA,37
"431","Spencer Ware","RB","KC",76.4,111,2.54,0.114,153,-86.3,-125,-34.7,806,962,465,71,"14",101,7.44,99
"432","Wendell Smallwood","RB","PHI",73.8,26.5,1.12,33,110,-88.8,-91.8,-77.7,818,749,772,72,"14",120,1.38,79
"433","Josh McCown","QB","NYJ",159,58.3,24.8,48.9,221,-89,-137,-66.7,819,1070,728,31,"13",160,0.7,74
"434","Robbie Gould","K","SF",402,257,12,96.5,633,-107,-35.4,-252,878,393,1170,11,"8",170,0,45
"435","Tom Savage","QB","HOU",134,50.9,7.43,88,223,-114,-97.6,-63.8,894,855,713,32,"13",170,0,71
"436","Connor Barth","K","CHI",390,256,13.7,97.7,635,-119,-34.2,-251,911,387,1170,12,"9",160,0.5,61
"437","Deshaun Watson","QB","HOU",126,70.5,6.24,13.7,226,-121,-172,-60.8,920,1180,690,33,"13",118,2.35,89
"438","Ryan Tannehill","QB","MIA",120,176,44.5,-0.649,241,-127,-186,-46.2,934,1230,588,34,"14",160,0.755,99
"439","Dan Bailey","K","DAL",377,209,89.6,141,579,-132,9.36,-306,954,102,1200,13,"10",123,1.57,23
"440","Chad Henne","QB","JAC",75.7,94.3,21.1,9.15,252,-172,-176,-35.6,1130,1180,473,35,"15",170,0,97
"441","Cody Kessler","QB","CLE",54.5,57.3,0.469,14.5,161,-193,-171,-127,1190,1180,913,36,"15",170,0,94
"442","Nick Folk","K","TB",287,194,138,45.3,497,-222,-86.6,-389,1220,735,1200,14,"11",82.5,0,81
"443","Matt Bryant","K","ATL",149,4.41,12.2,145,157,-360,13,-728,1260,95,1200,15,"11",87.4,1.86,1
"444","Adam Vinatieri","K","IND",137,5.66,2.12,129,146,-372,-3.07,-740,1260,150,1210,16,"11",108,1.42,29
"445","Matt Prater","K","DET",134,4.66,3.35,128,142,-375,-4.24,-743,1260,158,1210,17,"12",114,1.28,32
"446","Caleb Sturgis","K","PHI",131,5.59,1.34,120,136,-378,-12.1,-750,1260,232,1210,18,"12",100,1.23,58
"447","Chris Boswell","K","PIT",130,4.26,2.84,124,136,-379,-7.91,-750,1260,189,1210,19,"12",113,1.16,42
"448","Graham Gano","K","CAR",127,8.16,1.18,116,137,-382,-15.6,-749,1260,265,1210,20,"12",115,0.515,52
"449","Dustin Hopkins","K","WAS",126,6.59,0.734,115,133,-383,-16.6,-752,1260,273,1210,21,"12",118,1.09,39
"450","Cairo Santos","K","KC",125,9.08,3.97,109,138,-384,-22.8,-747,1270,326,1210,22,"12",104,1.1,19
"451","Nick Novak","K","FA",121,9.03,0.338,112,129,-388,-20.4,-756,1270,301,1220,23,"12",-5,NA,6
"452","Kai Forbath","K","MIN",121,5.36,0.227,115,131,-388,-16.7,-755,1270,274,1210,24,"12",82.5,0,35
"453","Phil Dawson","K","ARI",120,10.8,2.49,103,130,-389,-29,-755,1270,351,1210,25,"12",82,0,55
"454","Josh Lambo","K","FA",118,5.75,12.1,111,124,-391,-20.8,-761,1270,306,1220,26,"13",-6,NA,3
"455","Aldrick Rosas","K","NYG",106,4.86,0.636,99.3,113,-403,-32.6,-773,1270,376,1220,27,"13",170,0,65
"456","Chandler Catanzaro","K","NYJ",105,6.26,1.66,98.1,115,-404,-33.8,-770,1270,384,1220,28,"13",144,0.505,87
"457","Jake Elliott","K","FA",104,19.4,2.53,79.2,123,-405,-52.7,-762,1270,472,1220,29,"13",NA,NA,13
"458","Zane Gonzalez","K","CLE",101,4.22,0.901,94.5,106,-408,-37.4,-779,1270,406,1220,30,"13",170,0,26
"459","Greg Zuerlein","K","LAR",100,7.77,2.02,85.8,107,-409,-46.2,-779,1280,452,1220,31,"13",160,2.02,16
"460","Andrew Franks","K","FA",98.1,14.6,26.5,83.7,113,-411,-48.2,-773,1280,459,1220,32,"14",151,1.05,10
